id;name;districtId
310;Sebungke;20
311;Bukit Sepakat;20
312;Lawe Loning Sepakat;20
313;Lawe Loning I;20
314;Gaya Jaya;20
315;Gelah Musara;20
316;Mulie Dame;20
317;Lawe Loning Hakhapen;20
318;Karya Indah;20
319;Kayu Mbelin;20
320;Lawe Sigala Barat Jaya;20
321;Lawe Pekhidinen;20
322;Kertimbang;20
323;Ndauh Nitenggo;20
324;Bambel Gabungan;21
325;Kisam;21
326;Lawe Hijo;21
327;Pinding;21
328;Terutung Megara Asli;21
329;Biak Muli;21
330;Kute Lang-Lang;21
331;Pedesi;21
332;Terutung Payung Hulu;21
333;Terutung Payung Hilir;21
334;Tualang Sembilar;21
335;Kuning I;21
336;Kuning II;21
337;Cinta Damai;21
338;Likat;21
339;Rikit;21
340;Bambel;21
341;Lawe Kihing;21
342;Terutung Seperai;21
343;Kute Seri;21
344;Kuta Antara;21
345;Pulo Perengge;21
346;Pulo Kendondong;21
347;Pancakh Iman;21
348;Biak Muli Baru;21
349;Biak Muli Pantai Raja;21
350;Biak Muli Sejahtera;21
351;Lembah Haji;21
352;Terutung PayungGabungan;21
353;Lawe Hijo Metuah;21
354;Ampera;21
355;Tembilakh Mbakhu;21
356;Kute Lang-Lang Bakhu;21
357;Kota Kutacane;22
358;Perapat Hilir;22
359;Perapat Hulu;22
360;Muara Lawe Bulan;22
361;Mbarung;22
362;Batu Mbulan Asli;22
363;Batu Mbulan I;22
364;Batu Mbulan II;22
365;Kampung Raja;22
366;Pulonas;22
367;Kampung Melayu Gabungan;22
368;Terutung Pedi;22
369;Kute Rih;22
370;Gumpang Jaya;22
371;Pulo Latong;22
372;Kutacane Lama;22
373;Batu Mbulan Mbaru;22
374;Pulo Peding;22
375;Mendabe;22
376;Ujung Barat;22
377;Pekhapat Titi Panjang;22
378;Pekhapat Sepakat;22
379;Alas Marancar;22
380;Batu Mbulan Sepakat;22
381;Pulo Sanggakh;22
382;Melayu I;22
383;Mbarung Datuk Saudane;22
384;Salang Alas;23
385;Kuta Pasir;23
386;Purwodadi;23
387;Kuta Tinggi;23
388;Kampung Baru;23
389;Peranginan;23
390;Natam;23
391;Kumbang Jaya;23
392;Kumbang Indah;23
393;Natam Baru;23
394;Deleng Megakhe;23
395;Lawe Bekung;23
396;Lawe Bekung Tampahan;23
397;Badar Indah;23
398;Batu Mbekhong;23
399;Tanah Merah;23
400;Tanoh Megakhe;23
401;Lawe Sekerah;23
402;Pardomuan II;24
403;Lawe Desky I;24
404;Lawe Desky Sabas;24
405;Pardomuan I;24
406;Cinta Damai;24
407;Lawe Perbunga;24
408;Lawe Desky Tongah;24
409;Kute Bakti;24
410;Muara Situlen;24
411;Sejahtera;24
412;Kute Makmur;24
413;Pardamean;24
414;Lawe Mantik;24
415;Cinta Makmur;24
416;Muara Setia;24
417;Tanoh Alas;24
418;Sejahtera Baru;24
419;Lawe Tawakh;24
420;Sabilussalam;24
421;Lawe Desky Jaya;24
422;Pintu Alas;24
423;Gulo;25
424;Pulo Piku;25
425;Terutung Kute;25
426;Kute Ujung;25
427;Lawe Stul;25
428;Kite Merangun;25
429;Mamas;25
430;Tanjung Lama;25
431;Tanjung Muda;25
432;Rambung Teldak;25
433;Tanjung Aman;25
434;Sri Muda;25
435;Ujung Baru;25
436;Kute Rambe;25
437;Mamas Baru;25
438;Rambung Jaya;25
439;Makmur Jaya;25
440;Darul Makmur;25
441;Tanjung Bakhu;25
442;Pulo Gabung;25
443;Kokhtan Jaya;25
444;Istiqamah;25
445;Lawe Mamas Indah;25
446;Tanjung Leuser;25
447;Simpang IV Tanjung;25
448;Lawe Pinis;25
449;Buntul Kendawi;25
450;Kuning Abadi;25
451;Pasir Gala;26
452;Pasir Penjengakan;26
453;Kutambaru;26
454;Lawe Sagu Hulu;26
455;Lawe Sagu Hilir;26
456;Kute Bantil;26
457;Lawe Kolok;26
458;Lawe Rutung;26
459;Kampung Nangka;26
460;Tenembak Juhar;26
461;Simpang Empat;26
462;Kuta Buluh Botong;26
463;Katambaru Becawan;26
464;Lawe Kinge;26
465;Kandang Mbelang Mandiri;26
466;Mbacang Racun;26
467;Telaga Mekar;26
468;Pulonas Baru;26
469;Kuta Genting;26
470;Pangguh;26
471;Lawe Sagu;26
472;Pekhapet Timur;26
473;Bahagia;26
474;Kute Galuh Asli;26
475;Kute Lengat Pangan;27
476;Kute Lengat Selian;27
477;Tualang Baru;27
478;Alur Buluh;27
479;Maha Singkil;27
480;Tenembak Bintang;27
481;Kute Lingga;27
482;Rikit Bur;27
483;Kerukunan;27
484;Lawe Dua;27
485;Rema;27
486;Bambel Baru;27
487;Pejuang;27
488;Darussalam;27
489;Amaliah;27
490;Sebudi Jaya;27
491;Gumpang;27
492;Kute Gekhat;27
493;Paye Khambung;27
494;Mbak Sako;27
495;Darul Imami;27
496;Rikit Bur II;27
497;Kute Empat Lima;27
498;Simpang Semadam;28
499;Semadam Awal;28
500;Semadam Asal;28
501;Lawe Kinga Gabungan;28
502;Lawe Kinga Tebing Tinggi;28
503;Kebun Sere;28
504;Lawe Beringin Horas;28
505;Lawe. Berigin Gayo;28
506;Suka Makmur;28
507;Pasar Puntung;28
508;Titi Pasir;28
509;Lawe Petanduk I;28
510;Ngkeran Alur Buluh;28
511;Kampung Baru;28
512;Sepakat Segenap;28
513;Selamat Indah;28
514;Lawe Kinge Lapter;28
515;Lawe Mejile;28
516;Lawe Petanduk-II;28
517;Titi Mas;29
518;Meranti;29
519;Kute Lang-Lang;29
520;Lawe Sumur;29
521;Pardamaian;29
522;Salim Pipit;29
523;Penguhapan;29
524;Lumban Tua;29
525;Mutiara Damai;29
526;Dolok Nauli;29
527;Tuhi Jongkat;29
528;Uning Sigugur;29
529;Lumban Sitio-tio;29
530;Lawe Malum;29
531;Alur Baning;29
532;Lingga Alas;29
533;Khambung Tumbung;29
534;Tuah Mesade;29
535;Sumukh Alas;29
536;Alukh Bakhu;29
537;Sepekhinding;29
538;Tanoh Subukh;29
539;Pinggan Mbelang;29
540;Sigai Indah;29
541;Ukekh Deleng;29
542;Alas Mesikhat;29
543;Titi Hakhapen;29
544;Aunan Sepakat;30
545;Lawe Penanggalan;30
546;Lawe Mengkudu;30
547;Jambur Lak-lak;30
548;Simpang Tiga Jongar;30
549;Jongar Asli;30
550;Ketambe;30
551;Rumah Bundar;30
552;Penyeberangan Cingkam;30
553;Deleng Damar;30
554;Bintang Bener;30
555;Suka Rimbun;30
556;Lawe Aunan;30
557;Bener Bepapah;30
558;Penungkunen;30
559;Datok Pining;30
560;Kati Maju;30
561;Leuser;30
562;Jati Sara;30
563;Bukit Mbakhu;30
564;Kayu Metangur;30
565;Lawe Sembekan;30
566;Lawe Beringin;30
567;Lawe Ger-Ger;30
568;Simpur Jaya;30
569;Salang Baru;31
570;Ranto Dior;31
571;Lembah Alas;31
572;Tenembak Lang-Lang;31
573;Salang Sigotom;31
574;Tualang Lama;31
575;Gusung Batu;31
576;Kaya Pangur;31
577;Sepakat;31
578;Lawe Pangkat;31
579;Bunga Melur;31
580;Penampaan;31
581;Terutung Mbelang;31
582;Salang Muara;31
583;Lawe Hakhum;31
584;Tanoh Khukahen;31
585;Tading Ni Ulihi;31
586;Peseluk Pesimbe;31
587;Kane Lot;31
588;Muhajirin;31
589;Beriring Naru;31
590;Kati Jeroh;31
591;Terutung Megara Lawe Pasaran;32
592;Kisam Gabungan;32
593;Kisam Kute Pasir;32
594;Lawe Sumur;32
595;Lawe Sumur Baru;32
596;Kute Lesung;32
597;Berandang;32
598;Kute Bunin;32
599;Buah Pala;32
600;Panosan;32
601;Lawe Pasaran Tengku Mbelin;32
602;Terutung Megahke MBakhu;32
603;Kisam Lestari;32
604;Kisam Kute Rambe;32
605;Lawe Polak;32
606;Lawes Sumur Sepakat;32
607;Setia Baru;32
608;Teger Miko;32
609;Salim Pinim I;33
610;Jambur Damar;33
611;Alur Langsat;33
612;Rambah Sayang;33
613;Rumah Luar;33
614;Tenembak Alas;33
615;Lawe Tungkal;33
616;Salim Pinim II;33
617;Jambukh Pekhmate;33
618;Khutung Mbelang;33
619;Timang Rasa;33
620;Stambul Jaya;33
621;Alur Nangke;33
622;Kute Mejile;33
623;Bintang Alga Musara;34
624;Bintang Bukit Indah;34
625;Tanjung Sari;34
626;Bun-bun Alas;34
627;Naga Timbul;34
628;Gunung Pak-Pak;34
629;Bukit Meriah;34
630;Permata Musara;34
631;Laut Tawar;34
632;Kane Mende;34
633;Lawe Sekhakut;34
634;Bunbun Indah;34
635;Suka Damai;34
636;Tuah Kekhine;34
637;Punce Nali;34
638;Sade Ate;34
639;Akhih Majile;34
640;Ukhat Peseluk;34
641;Tunas Mude;34
642;Gaye Sendah;34
643;Kute Hakhapen;34
644;Kompas;34
645;Sepakat;34
646;Alue Luddin Sa;35
647;Alue Luddin Dua;35
648;Alue Dalam;35
649;Dama Pulo Sa;35
650;Dama Pulo Dua;35
651;Buket Kulam;35
652;Seuneubok Teungoh;35
653;Jungka Gajah;35
654;Seuneubok Simpang;35
655;Matang Pineung;35
656;Lhok Geulumpang;35
657;Blang Buket;35
658;Meunasah Keutapang;35
659;Buket Rumia;35
660;Alue Gadeng;35
661;Kapai Baro;35
662;Seuneubok Tuha Sa;35
663;Seuneubok Tuha Dua;35
664;Seuneubok Buloh;35
665;Gaseh Sayang;35
666;Alue Lhok;35
667;Trieng Gadeng;35
668;Grong-Grong;35
669;Matang Geuto;35
670;Alue Merbo;35
671;Buket Raya;35
672;Gampong Keude;35
673;Peukan Idi Cut;35
674;Gampong Beunot;35
675;Seuneubok Baroh;35
676;Teupin Drum;35
677;Kuala Idi Cut;35
678;Seuneubok Aceh;35
679;Gampong Baro;35
680;Bagok Panah Sa;35
681;Bagok Panah Dua;35
682;Bagok Panah Lhee;35
683;Bagok Panah Peut;35
684;Buket Tualang;35
685;Keumuneng Sa;35
686;Keumuneng Dua;35
687;Keumuneng Lhee;35
688;Keumuneng Peut;35
689;Keumuneng Limong;35
690;Meunasah Blang;35
691;Blang Keumahang;36
692;Blang Jambee;36
693;Keumuneng;36
694;Ladang Baro;36
695;Buket Panyang;36
696;Seuneubok Rambong;36
697;Seuneubok Baro;36
698;Blang Mideun;36
699;Paya Bakong;36
700;Teupin Raya;36
701;Lhok Rambong;36
702;Julok Tunong;36
703;Ulee Ateung;36
704;Ulee Blang;36
705;Labuhan;36
706;Naleung;36
707;Mane Rampak;36
708;Matang;36
709;Blang Uyok;36
710;Blang Pauh Sa;36
711;Blang Pauh Dua;36
712;Ulee Tanoh;36
713;Keude Kuta Binjei;36
714;Bukit Seroja;36
715;Kuala Geulumpang;36
716;Gampong Baro;36
717;Tumpok Teungoh;36
718;Seumatang;36
719;Ujong Tunong;36
720;Bukit Dindeng;36
721;Paya Pasi;36
722;Alue Cek Doi;36
723;Blang Gleum;36
724;Tanjong Tok Blang;36
725;Buket Makmu;36
726;Lhok Seuntang;36
727;Simpang Lhee;36
728;Gampong Jawa;37
729;Keude Blang;37
730;Tanoh Anoe;37
731;Kuala Peudawa Puntong;37
732;Gampong Aceh;37
733;Kuta Blang;37
734;Gampong Tanjong;37
735;Blang Geulumpang;37
736;Meunasah Pu'uk;37
737;Bantayan Timu;37
738;Keutapang Mameh;37
739;Seuneubok Rambong;37
740;Kuala Idi;37
741;Keude Aceh;37
742;Seuneubok Bacee;37
743;Titi Baro;37
744;Tanjong Kapai;37
745;Alue Dua Muka O;37
746;Alue Dua Muka S;37
747;Ulee Blang;37
748;Buket Jok;37
749;Buket Meulinteung;37
750;Gampong Jalan;37
751;Teupin Batee;37
752;Buket Langa;37
753;Buket Pala;37
754;Buket Juara;37
755;Seuneubok Tutong;37
756;Seuneubok Tuha;37
757;Sampoimah;37
758;Dama pulo;37
759;Gureb Blang;37
760;Gampong Baro;37
761;Seuneubok Teungoh P.Puntong;37
762;Kuta Lawah;37
763;Jambo Labu;38
764;Alue Canang;38
765;Alue Drien;38
766;Buket Tiga;38
767;Benteng;38
768;Afeling II Bukit;38
769;Keumuneng Hulu;38
770;Peutow;38
771;Alue Buloh;38
772;Alue Teh;38
773;Paya Rambong;38
774;Alue Gadeng SA;38
775;Paya Tampah;38
776;Paya Bili Dua;38
777;Paya Bili Sa;38
778;Paya Peulawi;38
779;Keude Birem;38
780;Bayeun;38
781;Aramiyah;38
782;Blang Tualang;38
783;Buket Seuleumak;38
784;Birem Rayeuk;38
785;Alue Gadeng;38
786;Alue Gadeng Dua;38
787;Alue Sentang;38
788;Merbou Dua;38
789;Alue Nyamoek;38
790;Lokop;39
791;Terujak;39
792;Tualang;39
793;Leles;39
794;Ujung Karang;39
795;Nalon;39
796;Jering;39
797;Loot;39
798;Seku Alan;39
799;Sunti;39
800;Umah Taring;39
801;Bunin;39
802;Sembuang;39
803;Seuleumak;39
804;Mesir;39
805;Rampah;39
806;Arul Durin;39
807;Keude Bagok Sa;40
808;Keude Bagok Dua;40
809;Asan Tanjong;40
810;Bantayan;40
811;Matang Seuleumak;40
812;Teupin Pukat;40
813;Matang Neuheun;40
814;Kuala Bagok;40
815;Meunasah Teungoh;40
816;Medang Ara;40
817;Peulawi;40
818;Baroh Bugeng;40
819;Seumatang Aron;40
820;Blang Panjou;40
821;Pulo U;40
822;Cot Asan;40
823;Paya Enjee;40
824;Seuleumak Muda;40
825;Matang Panyang;40
826;Meunasah Hagu;40
827;Matang Kunyet;40
828;Buket Panjou;40
829;Buket Meurak;40
830;Buket Panyang;40
831;Seuneubok Dalam;40
832;Gampong Mesjid;40
833;Alue Siwah Serdang;40
834;Gampong Lhee;40
835;Beurandang;40
836;Gampong Jalan;40
837;Seuneubok Rambong;40
838;Pasir Putih;41
839;Tualang;41
840;Keude Peureulak;41
841;Leuge;41
842;Uteun Dama;41
843;Punti;41
844;Alue Dua Paya Gajah;41
845;Blang Bitra;41
846;Kuala Bugak;41
847;Paya Lipah;41
848;Seumatang Muda Itam;41
849;Lhok Dalam;41
850;Beusa Meuranoe;41
851;Bangka Rimung;41
852;Tanoh Rata;41
853;Bandrong;41
854;Blang Balok;41
855;Cot Muda Itam;41
856;Keumuneng;41
857;Kuala Leuge;41
858;Balee Buya;41
859;Alue Nibong;41
860;Seuneubok Peusangan;41
861;Seuneubok Aceh;41
862;Seuneubok Pidie;41
863;Dama Tutong;41
864;Matang Gleum;41
865;Lubok Pempeng;41
866;Buket Pala;41
867;Paya Kalui;41
868;Cek Mbon;41
869;Paya Meuligou;41
870;Blang Simpo;41
871;Blang Batee;41
872;Matang Peulawi;41
873;Cot Geulumpang;41
874;Alue Rambong;41
875;Cot Keh;41
876;Bayeun;42
877;Rantau Panjang;42
878;Alue Raya;42
879;Alue Kumba;42
880;Seuneubok Dalam;42
881;Alue Seuleumak;42
882;Sarah Kayee;42
883;Damar Siput;42
884;Simpang Peut;42
885;Simpang Aneuh;42
886;Alue Punti;42
887;Alue Kaul;42
888;Sarah Teube;42
889;Alue Tuwi;42
890;Peulalu;43
891;Nicah Awe;43
892;Alue Buloh Sa;43
893;Alue Buloh Dua;43
894;Teupin Breuh;43
895;Matang Rayeuk;43
896;Matang Kumbang;43
897;Blang Nie;43
898;Bantayan;43
899;Matang Weng;43
900;Alue Mulieng;43
901;Pucok Alue Dua;43
902;Gampong Blang;43
903;Keude Tuha;43
904;Kuala Simpang Ulim;43
905;Lampoh Rayeuk;43
906;Teupin Mamplam;43
907;Titi Baroh;43
908;Pucok Alue Sa;43
909;Pucok Alue Barat;43
910;Arakundo;43
911;Gampong Baro;43
912;Matang Seupeng;43
913;Paya Unou;44
914;Seuneubok Johan;44
915;Seuneubok Baro;44
916;Pulo Blang;44
917;Blang Barom;44
918;Seuneubok Dalam;44
919;Seuleumak Muda;44
920;Bhom Lama;44
921;Pasi Puteh;44
922;Alue Dua;44
923;Buket Pala;44
924;Mata Ie;44
925;Alue Udep;44
926;Seumali;44
927;Punti Payong;44
928;Paya Palas;44
929;Tampak;44
930;Kliet;44
931;Alue Geunteng;44
932;Pertamina;44
933;Alue Batee;44
934;Beurandang;44
935;Seumanah Jaya;44
936;Blang Seunong;45
937;Suka Damai;45
938;Pante Labu;45
939;Pante Rambong;45
940;Alue Ie Mirah;45
941;Seuneubok Tuha;45
942;Seuneubok Saboh;45
943;Buket Kareung;45
944;Buket Bata;45
945;Meunasah Tunong;45
946;Meunasah Teungoh;45
947;Keude Baro;45
948;Matang Perlak;45
949;Grong-grong;45
950;Matang Kruet;45
951;Meunasah Leubok;45
952;Pante Panah;45
953;Paya Demam Sa;45
954;Paya Demam Dua;45
955;Paya Demam Lhee;45
956;Matang Pudeng;45
957;Putoh Sa;45
958;Putoh Dua;45
959;Sah Raja;45
960;Sijudo;45
961;Madat;46
962;Matang Keupula Sa;46
963;Matang Keupula Dua;46
964;Matang Keupula Lhee;46
965;Ulee Ateung;46
966;Blang Ubit;46
967;Matang Guru;46
968;Pantee Bayam;46
969;Meunasah Asan;46
970;Meunasah Tingkeum;46
971;Lueng Dua;46
972;Lueng Peut;46
973;Paya Demam Peut;46
974;Abeuk Geulanteu;46
975;Rambong Lop;46
976;Tanjong Ara;46
977;Matang Jrok;46
978;Paya Naden;46
979;Tanjong Minjei;46
980;Pante Merbo;46
981;Blang Awe;46
982;Bintah;46
983;Seuneubok Pidie;46
984;Blang Andam;46
985;Matang Nibong;46
986;Lueng Sa;46
987;Seuneubok Bayu;47
988;Alue Ie Itam;47
989;Blang Nisan;47
990;Bandar Baro;47
991;Alue Patong;47
992;Alue Ie Mirah;47
993;Suka Makmur;47
994;Jambo Balee;47
995;Jambo Lubok;47
996;Seuneubok Cina;47
997;Pelita Sagop Jaya;47
998;Perkebunan Julok Rayeuk Selatan;47
999;Perkebunan Julok Rayeuk Utara;47
1000;Seuneubok Buloh;48
1001;Seuneubok Baro;48
1002;Seuneubok Meureudu;48
1003;Seuneubok Teupin Panah;48
1004;Teupin Panah;48
1005;Gampong Keumuneng;48
1006;Keude Keumuneng;48
1007;Keumuneng Lhok;48
1008;Paya Awee;48
1009;Paya Gaboh;48
1010;Padang Kasah;48
1011;Buket Teukuh;48
1012;Buket Pu'uk;48
1013;Blang Minjei;48
1014;Alue Kumbang A;48
1015;Alue Kumbang M;48
1016;Alue Lhok;48
1017;Seuneubok Buya;48
1018;Seuneubok Drien;48
1019;Bantayan Barat;48
1020;Blang Guci;48
1021;Buket Rumiya;48
1022;Seuneubok Punti;48
1023;Seuneubok Jalan;48
1024;Seuneubok Dalam;48
1025;Jalan Dua;49
1026;Jambo Reuhat;49
1027;Seuneubok Benteng;49
1028;Seuneubok Pango;49
1029;Seuneubok Simpang;49
1030;Seuneubok Kandang;49
1031;Ulee Jalan;49
1032;Uram Jalan;49
1033;Seuneubok Bayu;49
1034;Blang Rambong;49
1035;Buket Drien;49
1036;Panton Rayeuk A;49
1037;Panton Rayeuk B;49
1038;Panton Rayeuk M;49
1039;Panton Rayeuk T;49
1040;Paya Laman;49
1041;Gampong Keude;50
1042;Meunasah Krueng;50
1043;Kuta Baro;50
1044;Alue Batee;50
1045;Matang Rayeuk;50
1046;Paya Bili Dua;50
1047;Alue Ie Itam;50
1048;Asan Rampak;50
1049;Gampong Kuala;50
1050;Paya Dua;50
1051;Seuneubok Teungoh;50
1052;Buket Kuta;50
1053;Sama Dua;50
1054;Blang Kuta;50
1055;Blang Buket;50
1056;Seuneubok Peunteut;50
1057;Paya Bili Sa;50
1058;Babah Krueng;51
1059;Kruet Lintang;51
1060;Jengki;51
1061;Buket Meriam;51
1062;Alue Gureb;51
1063;Seuneubok Teupin;51
1064;Seuneubok Teungoh;51
1065;Alue Bugeng;51
1066;Seuneubok Punti;51
1067;Seumatang Keude;51
1068;Seuneubok Jalan;51
1069;Seuneubok Paya;51
1070;Alue Tho;51
1071;Seuneubok Rawang;51
1072;Alue Bu Alue Nireh;51
1073;Seuneubok Dalam;51
1074;Seuneubok Lapang;51
1075;Gelanggang Meurak;51
1076;Alue Bu Alue Lhok;51
1077;Tualang Pateng;51
1078;Beusa Seberang;52
1079;Mon Geudong;52
